OrderID,OrderDate,OrderYear,OrderMonth,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,GrossAmount,DiscountedAmount,NetAmount,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0000082,2020-07-24,2020,July,CUST014979,Vivaan Kumar,P00030,Dress Shirt,Home & Kitchen,ReadMore,3,335.1,0.1,72.38,4.24,1005.3,100.53,904.77,981.39,Amazon Pay,Shipped,Chicago,IL,United States,SELL00077
ORD0000083,2023-01-09,2023,January,CUST038225,Ritika Verma,P00016,Air Fryer,Books,UrbanStyle,3,258.13,0.05,132.42,7.69,774.39,38.72,735.67,875.78,UPI,Delivered,Austin,TX,United States,SELL01872
ORD0000084,2024-05-04,2024,May,CUST028769,Aditya Joshi,P00040,Microphone,Sports & Outdoors,KiddoFun,1,594.67,0.15,40.44,7.22,594.67,89.2,505.46999999999997,553.13,Debit Card,Delivered,Fort Worth,TX,United States,SELL00198
ORD0000085,2023-11-12,2023,November,CUST049605,Aditya Reddy,P00036,Smart Light Bulb,Electronics,HomeEase,4,494.13,0.05,225.32,7.18,1976.52,98.83,1877.69,2110.19,Credit Card,Delivered,Austin,TX,United States,SELL00087
ORD0000086,2022-10-22,2022,October,CUST015624,Arjun Singh,P00017,Electric Kettle,Sports & Outdoors,KiddoFun,4,15.47,0.05,10.58,3.91,61.88,3.09,58.790000000000006,73.28,Credit Card,Shipped,Houston,TX,United States,SELL01618
ORD0000087,2022-10-18,2022,October,CUST026490,Neha Reddy,P00017,Electric Kettle,Sports & Outdoors,UrbanStyle,4,28.59,0.0,20.58,13.02,114.36,0.0,114.36,147.96,Credit Card,Delivered,Los Angeles,CA,United States,SELL01735
ORD0000088,2023-11-14,2023,November,CUST001370,Mohit Gupta,P00023,Cookware Set,Electronics,HomeEase,5,456.58,0.15,155.24,7.48,2282.9,342.44,1940.46,2103.18,Amazon Pay,Delivered,Philadelphia,PA,Canada,SELL01951
ORD0000089,2021-07-19,2021,July,CUST043394,Aman Kapoor,P00029,T-Shirt,Books,Zenith,3,324.31,0.2,62.27,4.63,972.93,194.59,778.3399999999999,845.24,Debit Card,Delivered,Denver,CO,United States,SELL00041
ORD0000090,2023-02-03,2023,February,CUST039077,Karan Kumar,P00015,Instant Pot,Books,ReadMore,5,342.26,0.2,109.52,7.29,1711.3,342.26,1369.04,1485.85,Credit Card,Pending,Fort Worth,TX,United States,SELL00271
ORD0000091,2024-11-30,2024,November,CUST007564,Sahil Kumar,P00016,Air Fryer,Clothing,NexPro,5,201.16,0.2,64.37,9.38,1005.8,201.16,804.64,878.39,UPI,Delivered,Denver,CO,United States,SELL00155
ORD0000092,2024-02-09,2024,February,CUST033299,Priya Mehta,P00045,Phone Tripod,Sports & Outdoors,ReadMore,4,555.99,0.05,253.53,1.26,2223.96,111.2,2112.76,2367.55,Net Banking,Cancelled,Dallas,TX,United States,SELL01704
ORD0000093,2021-12-03,2021,December,CUST039707,Vikas Joshi,P00022,Water Bottle,Home & Kitchen,UrbanStyle,5,138.56,0.2,27.71,7.71,692.8,138.56,554.24,589.66,UPI,Shipped,San Francisco,CA,United States,SELL00861
ORD0000094,2021-02-05,2021,February,CUST043458,Aman Joshi,P00048,Wireless Charger,Clothing,HomeEase,4,409.78,0.0,295.04,14.29,1639.12,0.0,1639.12,1948.45,UPI,Shipped,Dallas,TX,United States,SELL00572
ORD0000095,2021-12-30,2021,December,CUST001552,Vihaan Kumar,P00045,Phone Tripod,Electronics,KiddoFun,4,42.31,0.1,12.19,1.28,169.24,16.92,152.32,165.79,Amazon Pay,Delivered,Chicago,IL,United States,SELL01732
ORD0000096,2024-04-28,2024,April,CUST039426,Sneha Verma,P00043,HDMI Cable 2m,Electronics,NexPro,1,170.88,0.2,16.4,7.6,170.88,34.18,136.7,160.7,Credit Card,Delivered,Charlotte,NC,United States,SELL01461
ORD0000097,2020-06-10,2020,June,CUST049557,Anjali Sharma,P00048,Wireless Charger,Books,NexPro,3,548.17,0.05,0.0,2.63,1644.51,82.23,1562.28,1564.91,UPI,Delivered,Fort Worth,TX,United States,SELL00108
ORD0000098,2020-07-20,2020,July,CUST033386,Ritika Reddy,P00036,Smart Light Bulb,Electronics,CoreTech,4,260.91,0.0,83.49,2.86,1043.64,0.0,1043.64,1129.99,UPI,Returned,San Francisco,CA,United States,SELL01544
ORD0000099,2022-09-22,2022,September,CUST018449,Sneha Kapoor,P00028,Jeans,Books,CoreTech,5,384.56,0.15,130.75,12.62,1922.8,288.42,1634.3799999999999,1777.75,UPI,Delivered,Chicago,IL,United States,SELL00992
ORD0000100,2020-09-26,2020,September,CUST012492,Sneha Sharma,P00023,Cookware Set,Electronics,Apex,1,206.2,0.0,16.5,9.08,206.2,0.0,206.2,231.78,Credit Card,Delivered,Phoenix,AZ,India,SELL00337
ORD0000101,2022-03-26,2022,March,CUST015367,Aditya Sharma,P00018,Vacuum Cleaner,Sports & Outdoors,ReadMore,4,369.47,0.25,199.51,4.56,1477.88,369.47,1108.41,1312.48,Credit Card,Delivered,Philadelphia,PA,United States,SELL01672
ORD0000102,2023-07-18,2023,July,CUST009929,Sneha Verma,P00014,Drone Mini,Books,FitLife,1,29.37,0.0,1.47,5.45,29.37,0.0,29.37,36.29,Credit Card,Delivered,New York,NY,United States,SELL00848
ORD0000103,2021-03-31,2021,March,CUST030254,Vivaan Patel,P00045,Phone Tripod,Home & Kitchen,Apex,2,159.82,0.05,15.18,2.55,319.64,15.98,303.65999999999997,321.39,Debit Card,Delivered,San Diego,CA,United States,SELL00127
ORD0000104,2024-01-25,2024,January,CUST041994,Aditya Reddy,P00031,Kids Toy Car,Toys & Games,CoreTech,4,548.39,0.0,109.68,12.26,2193.56,0.0,2193.56,2315.5,UPI,Delivered,Indianapolis,IN,United States,SELL00607
ORD0000105,2024-10-16,2024,October,CUST034561,Sneha Gupta,P00033,Puzzle 1000pc,Electronics,HomeEase,3,99.05,0.05,33.88,0.71,297.15,14.86,282.28999999999996,316.88,Credit Card,Delivered,Austin,TX,United States,SELL01742
ORD0000106,2023-06-29,2023,June,CUST028297,Neha Kumar,P00017,Electric Kettle,Toys & Games,BrightLux,1,113.27,0.05,5.38,0.22,113.27,5.66,107.61,113.21,UPI,Delivered,Austin,TX,United States,SELL00553
ORD0000107,2022-10-13,2022,October,CUST002237,Sahil Singh,P00036,Smart Light Bulb,Sports & Outdoors,UrbanStyle,3,297.26,0.05,101.66,5.24,891.78,44.59,847.1899999999999,954.09,Credit Card,Pending,Indianapolis,IN,United States,SELL00371
ORD0000108,2024-09-21,2024,September,CUST007600,Ritika Kapoor,P00034,Desk Organizer,Clothing,HomeEase,1,483.5,0.0,38.68,4.62,483.5,0.0,483.5,526.8,Debit Card,Delivered,Los Angeles,CA,United States,SELL01189
ORD0000109,2020-10-22,2020,October,CUST010526,Neha Kumar,P00005,Laptop Sleeve,Sports & Outdoors,HomeEase,3,127.42,0.15,16.25,1.88,382.26,57.34,324.91999999999996,343.05,Debit Card,Delivered,Dallas,TX,United States,SELL01545
ORD0000110,2024-10-14,2024,October,CUST024904,Neha Mehta,P00023,Cookware Set,Sports & Outdoors,HomeEase,5,520.69,0.0,130.17,9.98,2603.45,0.0,2603.45,2743.6,Net Banking,Delivered,Phoenix,AZ,India,SELL00617
ORD0000111,2021-12-20,2021,December,CUST033463,Rohit Verma,P00029,T-Shirt,Clothing,BrightLux,5,61.48,0.0,55.33,2.64,307.4,0.0,307.4,365.37,Amazon Pay,Delivered,San Antonio,TX,United States,SELL01848
ORD0000112,2024-11-07,2024,November,CUST015883,Vihaan Mehta,P00022,Water Bottle,Books,KiddoFun,5,314.0,0.0,282.6,8.14,1570.0,0.0,1570.0,1860.74,Debit Card,Delivered,San Francisco,CA,United States,SELL01322
