CustomerID,CustomerName,City,State,Country
CUST037096,Ritika Mehta,San Diego,CA,United States
CUST001826,Priya Kapoor,Denver,CO,United States
CUST024624,Kabir Sharma,Dallas,TX,United States
CUST006207,Kabir Verma,San Antonio,TX,United States
CUST019546,Rohit Kumar,Austin,TX,United States
CUST034816,Pooja Verma,Los Angeles,CA,United Kingdom
CUST007767,Mohit Kumar,San Francisco,CA,India
CUST024865,Mohit Reddy,Chicago,IL,United States
CUST007249,Aditya Singh,Denver,CO,United States
CUST024746,Aarav Mehta,Fort Worth,TX,United States
CUST016032,Simran Kapoor,San Francisco,CA,United States
CUST028771,Neha Gupta,Washington,DC,United States
CUST023411,Vivaan Kumar,San Jose,CA,United States
CUST040414,Priya Gupta,Columbus,OH,Australia
CUST018575,Simran Verma,Los Angeles,CA,United States
CUST039284,Sneha Gupta,San Jose,CA,United States
CUST044787,Ritika Kumar,Denver,CO,United States
CUST013895,Karan Verma,Austin,TX,United States
CUST047497,Sahil Kumar,Indianapolis,IN,United Kingdom
CUST032397,Arjun Gupta,Phoenix,AZ,United Kingdom
CUST021608,Arjun Verma,Phoenix,AZ,United States
CUST042130,Vivaan Singh,Phoenix,AZ,United States
CUST011939,Priya Kapoor,Columbus,OH,United States
CUST032769,Ritika Gupta,Columbus,OH,United States
CUST039640,Simran Verma,Philadelphia,PA,United States
CUST005245,Simran Gupta,San Jose,CA,United Kingdom
CUST029042,Sunita Gupta,San Diego,CA,United States
CUST007204,Aman Reddy,Chicago,IL,Canada
CUST049394,Neha Joshi,New York,NY,United States
CUST032464,Aditya Kapoor,Phoenix,AZ,United States
CUST021458,Vivaan Mehta,Houston,TX,India
CUST044799,Anjali Kapoor,Fort Worth,TX,India
CUST011203,Pooja Sharma,Fort Worth,TX,United Kingdom
CUST048942,Aditya Kumar,San Antonio,TX,United States
CUST021245,Ritika Kapoor,Denver,CO,United States
CUST021669,Aarav Gupta,Fort Worth,TX,United States
CUST012286,Ritika Sharma,Charlotte,NC,United States
CUST027621,Mohit Joshi,Fort Worth,TX,India
CUST049115,Aman Joshi,Fort Worth,TX,Australia
CUST018220,Pooja Singh,Indianapolis,IN,United States
CUST016196,Ritika Mehta,Indianapolis,IN,United States
CUST005196,Neha Verma,San Antonio,TX,United States
CUST020302,Neha Patel,San Diego,CA,India
CUST003763,Karan Patel,San Antonio,TX,Canada
CUST015050,Anjali Verma,Columbus,OH,United States
CUST041737,Mohit Patel,Indianapolis,IN,United States
CUST026072,Karan Joshi,Seattle,WA,United States
CUST049522,Priya Mehta,Washington,DC,India
CUST022865,Sahil Sharma,Seattle,WA,India
CUST049733,Simran Verma,Fort Worth,TX,United States
CUST031650,Anjali Gupta,Chicago,IL,United States
CUST013377,Anjali Verma,Los Angeles,CA,United States
CUST034331,Sunita Reddy,Austin,TX,United States
CUST013224,Aarav Reddy,San Francisco,CA,Australia
CUST034822,Simran Mehta,Los Angeles,CA,United Kingdom
CUST042805,Vivaan Kumar,Seattle,WA,United States
CUST008630,Aman Patel,Denver,CO,India
CUST034759,Kabir Joshi,Denver,CO,United States
CUST036736,Simran Sharma,Fort Worth,TX,United Kingdom
CUST036150,Rohit Gupta,Chicago,IL,United States
CUST039074,Sahil Singh,San Antonio,TX,United States
CUST007456,Priya Joshi,Philadelphia,PA,United States
CUST016193,Neha Verma,San Francisco,CA,India
CUST022270,Aarav Kapoor,Jacksonville,FL,Canada
CUST023893,Sneha Singh,Charlotte,NC,United States
CUST013837,Priya Reddy,San Francisco,CA,United States
CUST045576,Aarav Reddy,San Francisco,CA,United States
CUST027038,Karan Verma,San Antonio,TX,United Kingdom
CUST005384,Sneha Verma,New York,NY,United States
CUST049978,Simran Verma,Washington,DC,United States
CUST017276,Arjun Joshi,Chicago,IL,United States
CUST036187,Priya Reddy,Columbus,OH,United States
CUST028007,Pooja Mehta,Philadelphia,PA,Australia
CUST032599,Neha Joshi,Chicago,IL,United States
CUST013448,Sneha Joshi,Washington,DC,United States
CUST033085,Sahil Singh,Seattle,WA,United States
CUST014799,Sunita Kumar,Indianapolis,IN,United States
CUST041982,Kabir Reddy,Houston,TX,India
CUST017484,Arjun Verma,Denver,CO,United States
CUST018852,Pooja Mehta,Charlotte,NC,United States
CUST023915,Anjali Reddy,Jacksonville,FL,United States
CUST011710,Pooja Sharma,Washington,DC,United States
CUST042668,Priya Gupta,New York,NY,India
CUST010609,Ritika Kapoor,New York,NY,United States
CUST035476,Neha Singh,Dallas,TX,United States
CUST000030,Simran Reddy,Washington,DC,United States
CUST000435,Neha Patel,Seattle,WA,Australia
CUST025772,Anjali Reddy,Austin,TX,United States
CUST044282,Sahil Mehta,New York,NY,India
CUST013803,Simran Patel,Austin,TX,United States
CUST049199,Rohit Kumar,Houston,TX,United States
CUST042507,Ritika Mehta,San Jose,CA,United States
CUST019926,Sneha Mehta,San Antonio,TX,Australia
CUST026026,Vivaan Patel,Los Angeles,CA,United States
CUST020867,Neha Mehta,Fort Worth,TX,United States
CUST013828,Sunita Singh,Los Angeles,CA,United States
CUST003555,Neha Sharma,Columbus,OH,United States
CUST023407,Arjun Reddy,Washington,DC,United States
CUST010953,Ritika Patel,Columbus,OH,India
CUST010696,Vihaan Joshi,Philadelphia,PA,United States
CUST004258,Vihaan Reddy,Jacksonville,FL,India
CUST019763,Simran Sharma,Columbus,OH,United States
CUST027375,Arjun Mehta,Jacksonville,FL,United States
CUST026015,Arjun Verma,Chicago,IL,Canada
CUST029288,Neha Gupta,Seattle,WA,India
CUST033107,Anjali Kapoor,San Francisco,CA,United States
CUST046117,Sunita Verma,Phoenix,AZ,United States
CUST038971,Anjali Reddy,San Diego,CA,Australia
CUST011116,Sunita Patel,Fort Worth,TX,United States
CUST005340,Neha Reddy,Fort Worth,TX,United States
CUST002409,Vivaan Kapoor,Indianapolis,IN,Canada
CUST011026,Aditya Kumar,Charlotte,NC,United States
CUST006169,Priya Kumar,San Jose,CA,United States
